"CE ID","Entity Type Code","Entity Name","Address 1","Address 2","City","State","Zip"
"4605","FP","VALLEY COUNTY HEALTH DEPARTMENT","501 COURT SQ",,"GLASGOW","MT","59230"
"4609","FP","LEE COUNTY HEALTH DEPARTMENT","45 CENTER STREET",,"BEATTYVILLE","KY","41311"
"4610","FP","NEVADA DEPT OF HHS,DIVISION OF PUBLIC & BEHAVIORAL HEALTH","1005 MAIN STREET",,"PANACA","NV","89042"
"4617","FP","CHAUTAUQUA COUNTY HEALTH DEPARTMENT","110 EAST 4TH ST",,"JAMESTOWN","NY","14701"
"4619","FP","PLANNED PARENTHOOD SHASTA DIABLO, INC/DBA PLANNED PARENTHOOD SHASTA PACIFIC","2935 BECHELLI LANE","SUITE C","REDDING","CA","96002"
"4621","FP","ASHE COUNTY HEALTH DEPARTMENT","413 MCCONNELL ST",,"JEFFERSON","NC","28640"
"4626","FP","PUBLIC HEALTH MANAGEMENT CORPORATION","325 NORTH 39TH ST",,"PHILADELPHIA","PA","19104"
"4629","FP","NEW RIVER HEALTH - SCARBRO","98 OLD SCARBRO ROAD",,"SCARBRO","WV","25917"
"4631","FP","BALTIMORE CITY HEALTH DEPARTMENT","1001 EAST FAYETTE STREET",,"BALTIMORE","MD","21202"
"4637","FP","PLANNED PARENTHOOD LOS ANGELES","1014-1/2 N VERMONT AVE",,"LOS ANGELES","CA","90029"
"4656","FP","LAS CLINICAS DEL NORTE","STATE HIGHWAY 84, #185",,"ABIQUIU","NM","87150"
"4658","FP","ARIZONA FAMILY HEALTH PARTNERSHIP","6920 E BROADWAY RD",,"TUCSON","AZ","85710"
"4660","FP","HALIFAX COUNTY HEALTH DEPARTMENT","1030 COWFORD RD",,"HALIFAX","VA","24558"
"4666","FP","CHARLES B WANG COMMUNITY HEALTH CENTER","268 CANAL STREET",,"NEW YORK","NY","10013"
"4668","FP","INDIANA FAMILY HEALTH COUNCIL, INC.","ONE JACKSON SQUARE, SUITE 1000","233 S. MCCREA STREET","INDIANAPOLIS","IN","46225"
"4697","FP","ROBESON COUNTY HEALTH DEPARTMENT","460 COUNTRY CLUB RD",,"LUMBERTON","NC","28360"
"4699","FP","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","2391 ISLAND AVENUE",,"SAN DIEGO","CA","92102"
"4700","FP","GREENVILLE EMPORIA HEALTH DEPARTMENT","140 URIAH BRANCH WAY",,"EMPORIA","VA","23847"
"4708","FP","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","823 GATEWAY CENTER WAY",,"SAN DIEGO","CA","92102"
"4709","FP","COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY, INC.","1152 GRAND AVENUE",,"ARROYO GRANDE","CA","93420"
"4713","FP","MT BAKER PLANNED PARENTHOOD","470 Reed Street, Unit 2A",,"FRIDAY HARBOR","WA","98250"
"4717","FP","PLANNED PARENTHOOD MAR MONTE","500 EAST ALMOND","SUITE 1","MADERA","CA","93637"
"4720","FP","DOH in Hillsborough County","9827 N SHELDON RD",,"TAMPA","FL","33635"
"4721","FP","POINTE COUPEE PHU","282 B HOSPITAL RD",,"NEW ROADS","LA","70760"
"4722","FP","JASPER NEWTON CO PUBLIC HEALTH DISTRICT","139 WEST LAMAR ST",,"JASPER","TX","75951"
"4726","FP","MAGOFFIN COUNTY HEALTH DEPARTMENT","132 EAST MOUNTAIN PARKWAY",,"SALYERSVILLE","KY","41465"
"4727","FP","Crawford County Home Health, Hospice & Public Health","610 Iowa Avenue",,"Onawa","IA","51040"
"4736","FP","CROCKETT COUNTY HEALTH DEPARTMENT","209 North Bells St",,"Alamo","TN","38001"
"4737","FP","OSWEGO COUNTY OPPORTUNITIES INC.","5856 SCENIC AVENUE",,"MEXICO","NY","13114"
"4749","FP","REPUBLIC COUNTY HEALTH DEPARTMENT","1206 18TH ST",,"BELLEVILLE","KS","66935"
"4764","FP","ADAGIO HEALTH  CLEARFIELD","1036 PARK AVENUE EXTENSION",,"CLEARFIELD","PA","16830"
"4766","FP","YELL COUNTY HEALTH UNIT","1309 E. 8TH ST",,"DANVILLE","AR","72833"
"4767","FP","SUNFLOWER COUNTY HEALTH DEPARTMENT","227 Martin Luther King Drive",,"INDIANOLA","MS","38751"
"4781","FP","TAPESTRY HEALTH SYSTEMS, INC.","278 MAIN STREET","APT. 307A","GREENFIELD","MA","01301"
"4789","FP","SEBASTIAN COUNTY HEALTH UNIT","3112 S 70TH ST",,"FORT SMITH","AR","72903"
"4810","FP","MINERAL COUNTY HEALTH DEPARTMENT","917 Harley O. Staggers Drive",,"KEYSER","WV","26726"
"4817","FP","SALINE COUNTY HEALTH UNIT","1612 EDISON AVE",,"BENTON","AR","72015"
"4834","FP","NORTHEAST COLORADO HEALTH DEPARTMENT","529 N. ALBANY ST., STE. 1120",,"YUMA","CO","80759"
"4858","FP","GRANT PHU","340-A WEBB SMITH DRIVE",,"COLFAX","LA","71417"
"4860","FP","SCOTLAND COUNTY HEALTH DEPARTMENT","1405 WEST BLVD",,"LAURINBURG","NC","28352"
"4869","FP","ALLEN COUNTY HEALTH DEPARTMENT","219 EAST MARKET ST.",,"LIMA","OH","45801"
"4870","FP","MADISON COUNTY HEALTH DEPARTMENT","410 North Main St.",,"MADISON","VA","22727"
"4878","FP","SC DHEC Lowcountry Region Charleston Co Bridge View Dr FP","4050 Bridge View Dr","Ste 600","North Charleston","SC","29405"
"4882","FP","Florida Department of Health in Santa Rosa","5527 STEWART ST",,"MILTON","FL","32570"
"4887","FP","RENO COUNTY HEALTH DEPARTMENT","209 W SECOND AVENUE",,"HUTCHINSON","KS","67501"
"4894","FP","WATAUGA COUNTY HEALTH DEPARTMENT - FP","126 POPLAR GROVE CONNECTOR",,"BOONE","NC","28607"
"4908","FP","FAMILY PLANNING CENTER OF OCEAN COUNTY, INC.","290 RIVER AVE",,"LAKEWOOD","NJ","08701"
"4914","FP","PRIMARY CARE HEALTH SERVICES INC","7227 HAMILTON AVE",,"PITTSBURGH","PA","15208"
"4930","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","2504 HANNAH AVE NW",,"BEMIDJI","MN","56601"
"4934","FP","DANVILLE HEALTH DEPARTMENT","326 TAYLOR DR",,"DANVILLE","VA","24541"
"4939","FP","CHATT-HAMILTON COUNTY HEALTH DEPT.","921 EAST THIRD STREET",,"CHATTANOOGA","TN","37403"
"4963","FP","PLANNED PARENTHOOD LOS ANGELES","5068 WHITTIER BLVD",,"LOS ANGELES","CA","90022"
"4971","FP","HALE COUNTY HEALTH DEPARTMENT","670 HALL STREET",,"GREENSBORO","AL","36744"
"4982","FP","MORGAN COUNTY HEALTH DEPARTMENT","1103 Knoxville Highway",,"Wartburg","TN","37887"
"5014","FP","EAST HILL FAMILY MEDICAL","144 GENESSE STREET","SUITE 500","AUBURN","NY","13021"
"5019","FP","ST LANDRY PHU","308 W BLOCH STREET",,"OPELOUSAS","LA","70751"
"5029","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","2505 OLYMPIC HWY NORTH","SUITE 400","SHELTON","WA","98584"
"5036","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","1685 E. MAIN STREET, #301",,"EL CAJON","CA","92020"
"5044","FP","PLANNED PARENTHOOD OF THE MID HUDSON VALLEY","14 PRINCE STREET",,"MONTICELLO","NY","12701"
"5047","FP","SC DHEC Lowcountry Region Berkeley Co Moncks Corner FP","109 W Main St",,"Moncks Corner","SC","29461"
"5052","FP","LAFOURCHE PHU THIBODAUX","2535 VETERANS BLVD",,"THIBODAUX","LA","70301"
"5058","FP","CHEROKEE COUNTY HEALTH DEPARTMENT","510 E. COMMERCE ST.",,"JACKSONVILLE,","TX","75766"
"5059","FP","STANISLAUS COUNTY HEALTH SERVICES AGENCY","1209 WOODROW AVE","SUITE B-10","MODESTO","CA","95350"
"5075","FP","Planned Parenthood of Greater Texas","3863 MILLER AVE",,"FORT WORTH","TX","76119"
"5079","FP","ORANGE COUNTY HEALTH DEPARTMENT","5730 LAKE UNDERHILL ROAD",,"ORLANDO","FL","32807"
"5096","FP","WALLOWA COUNTY HEALTH DEPT","758 NW FIRST",,"ENTERPRISE","OR","97828"
"5097","FP","LEE COUNTY HEALTH DEPARTMENT","532 SOUTH CHURCH STREET",,"TUPELO","MS","38802"
"5109","FP","MEM-SHELBY CTY CAWTHON HEALTH CLINIC","1000 HAYNES STREET",,"MEMPHIS","TN","38114"
"5115","FP","JEFFERSON PHU METAIRIE","111 NORTH CAUSEWAY BLVD",,"METAIRIE","LA","70001"
"5138","FP","GREENE COUNTY HEALTH UNIT","801 GOLDSMITH RD",,"PARAGOULD","AR","72450"
"5155","FP","BELMONT COUNTY GENERAL HEALTH DISTRICT","538 N.MAIN STREET",,"CADIZ","OH","43907"
"5158","FP","WINSTON COUNTY HEALTH DEPARTMENT","110 LEGION ROAD",,"DOUBLE SPRINGS","AL","35553"
"5161","FP","HEALTH AND HOSPITAL-ESKENAZI HEALTH","1434 S. Shelby Street",,"Indianapolis","IN","46203"
"5168","FP","SC DHEC Lowcountry Region Dorchester Co Summerville FP","500 N Main St","Ste 9","Summerville","SC","29483"
"5174","FP","TIPTON COUNTY HEALTH DEPARTMENT","4700 Mueller Brass Road",,"Covington","TN","38019"
"5177","FP","WETZEL TYLER COUNTY HEALTH DEPARTMENT","425 S FOURTH ST",,"PADEN CITY","WV","26159"
"5179","FP","HARDEMAN COUNTY HEALTH DEPARTMENT","10825 Old Highway 64",,"Bolivar","TN","38008"
"5195","FP","ST. JOHN'S WELL CHILD AND FAMILY CENTER","808 58th Street",,"LOS ANGELES","CA","90037"
"5223","FP","UNIVERSITY OF ILLINOIS AT CHICAGO","M/C 698","1220 S Wood Street","CHICAGO","IL","60608"
"5226","FP","COOS COUNTY PUBLIC HEALTH DEPARTMENT","1975 MCPHERSON #1",,"NORTH BEND","OR","97459"
"5239","FP","MADISON PHU","123 Bailey Road",,"TALLULAH","LA","71282"
"5242","FP","JACKSON PHU","228 BOND ST",,"JONESBORO","LA","71251"
"5267","FP","RATON PUBLIC HEALTH OFFICE","226 E. 4th Street",,"RATON","NM","87740"
"5269","FP","DHH/OFFICE OF PUBLIC HEALTH","1450 POYDRAS Street","RM 1915","NEW ORLEANS","LA","70112"
"5274","FP","JACKSON COUNTY HEALTH DEPARTMENT","4979 Healthy Way",,"MARIANNA","FL","32446"
"5277","FP","Planned Parenthood of Central and Greater Northern New Jersey (PPCGNNJ)","10B INDUSTRIAL DRIVE",,"NEW BRUNSWICK","NJ","08901"
"5283","FP","UNION COUNTY HEALTH UNIT","301 AMERICAN RD",,"EL DORADO","AR","71730"
"5294","FP","MERCY HOSPITAL","1515 LOCUST ST",,"PITTSBURGH","PA","15219"
"5300","FP","UPMC ST. MARGARET","301 ELEVENTH STREET","Suite C","NEW KENSINGTON","PA","15068"
"5306","FP","CAPITAL AREA HEALTH NETWORK","2025 EAST MAIN STREET",,"RICHMOND","VA","23223"
"5308","FP","DISTRICT HEALTH CENTER 2","1930 SOUTH BROAD ST",,"PHILADELPHIA","PA","19145"
"5322","FP","PHYSICIAN CARE PC","104 MAIN ST",,"LACEYVILLE","PA","18623"
"5327","FP","GENEVA COUNTY HEALTH DEPARTMENT","300 COUNTY ROAD 41",,"HARTFORD","AL","36344"
"5336","FP","University of Illinois Hospital & Health Sciences System","4630 SOUTH BISHOP ST.",,"CHICAGO","IL","60609"
"5337","FP","PLANNED PARENTHOOD OF NEW YORK CITY","23 HYATT STREET",,"STATEN ISLAND","NY","10301"
"5343","FP","PLANNED PARENTHOOD HUDSON PECONIC, INC","25 PERLMAN DRIVE",,"SPRING VALLEY","NY","10977"
"5344","FP","ARIZONA FAMILY HEALTH PARTNERSHIP","3212 N WINDSONG DRIVE","SECOND FLOOR","PRESCOTT VALLEY","AZ","86314"
"5348","FP","NORTHEAST COMMUNITY ACTION CORP","310 NORTH MARKET",,"PARIS","MO","65275"
"5353","FP","BLAND COUNTY HEALTH DEPARTMENT","JACKSON ST",,"BLAND","VA","24315"
"5356","FP","HENRY COUNTY HEALTH DEPARTMENT","1300 EAST 2ND STREET",,"DEFIANCE","OH","43512"
"5357","FP","PLANNED PARENTHOOD HUDSON PECONIC, INC","247-249 NORTH AVENUE",,"NEW ROCHELLE","NY","10801"
"5359","FP","RICHLAND COUNTY FAMILY PLANNING","1202 W HOLLY ST STE 1",,"SIDNEY","MT","59270"
"5365","FP","NORTHFORK HEALTH CENTER","US 52 MAIN ST",,"NORTHFORK","WV","24868"
"5376","FP","Planned Parenthood of Central and Greater Northern New Jersey (PPCGNNJ)","575 MAIN ST",,"HACKENSACK","NJ","07601"
"5378","FP","PEOPLES FAMILY HEALTH SERVICES","111 WEST C ST",,"MCCOOK","NE","69001"
"5386","FP","GIBSON COUNTY HEALTH DEPARTMENT","149 North 12th St",,"Humboldt","TN","38343"
"5391","FP","DOH-Brevard","611 SINGLETON AVE",,"TITUSVILLE","FL","32796"
"5411","FP","DOH-BROWARD PAUL HUGHES HLTH CTR PHARMACY","205 NW 6TH ST",,"POMPANO BEACH","FL","33060"
"5434","FP","MCMINN COUNTY HEALTH DEPARTMENT","393 County Road 554",,"Athens","TN","37303"
"5441","FP","DENVER HEALTH AND HOSPITAL AUTHORITY","4545 NAVAJO ST.",,"DENVER","CO","80211"
"5447","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","37625 ANN ARBOR RD","SUITE 107","LIVONIA","MI","48150"
"5458","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","108 HIGH STREET",,"EXETER","NH","03833"
"5459","FP","FLEMING COUNTY HEALTH DEPARTMENT","194 WINDSOR DRIVE",,"FLEMINGSBURG","KY","41041"
"5468","FP","BAY CLINIC INC","16-192 PILI MUA STREET",,"KEAAU","HI","96749"
"5471","FP","SOUTH BAY FAMILY HEALTHCARE CENTER","2114 ARTESIA BLVD",,"REDONDO BEACH","CA","90278"
"5476","FP","FAMILY HEALTH COUNCIL OF CENTRAL PA","3461 MARKET STREET, SUITE 200",,"CAMP HILL","PA","17011"
"5478","FP","WHITLEY COUNTY HEALTH DEPARTMENT - CORBIN CLINIC","3750 CUMBERLAND FALLS HIGHWAY",,"CORBIN","KY","40701"
"5491","FP","SEQUATCHIE COUNTY HEALTH DEPARTMENT","16939 Rankin Avenue North",,"Dunlap","TN","37327"
"5506","FP","PMS DBA CATRON MEDICAL CENTER","1 FOSTER LANE",,"RESERVE","NM","87830"
"5507","FP","LIVINGSTON COUNTY HEALTH DEPARTMENT","2 MURRAY HILL DRIVE",,"MT. MORRIS","NY","14510"
"5510","FP","SC DHEC Midlands Region Barnwell Co FP","11015 Ellenton St",,"Barnwell","SC","29812"
"5521","FP","KLAMATH CO DEPT OF PUBLIC HEALTH","3314 Vandenberg Road",,"KLAMATH FALLS","OR","97603"
"5536","FP","CAPE MAY COUNTY DEPARTMENT OF HEALTH","6 MOORE RD",,"CAPE MAY COURT HOUSE","NJ","08210"
"5539","FP","FARGO CASS PUBLIC HEALTH","1240 25th Street South",,"FARGO","ND","58103"
"5543","FP","BAKER COUNTY HEALTH DEPARTMENT","480 W LOWDER ST",,"MACCLENNY","FL","32063"
"5564","FP","PLANNED PARENTHOOD MAR MONTE","5440 THORNWOOD DR","SUITE  G","SAN JOSE","CA","95123"
"5569","FP","WEST BATON ROUGH PHU","685 LOUISIANA AVE",,"PORT ALLEN","LA","70767"
"5570","FP","BERTIE COUNTY HEALTH DEPARTMENT","102 RHODES AVE.",,"WINDSOR","NC","27983"
"5572","FP","WAYNE COUNTY HEALTH DEPARTMENT","39 JIM HILL SERVICE DRIVE",,"MONTICELLO","KY","42633"
"5583","FP","COLONIAL HEIGHTS HEALTH DEPARTMENT","200 HIGHLAND AVE",,"COLONIAL HEIGHTS","VA","23834"
"5586","FP","LINCOLN MEDICAL CENTER","234 EAST 149TH STREET",,"BRONX","NY","10451"
"5593","FP","SHIPLEY STATE SERVICE CENTER","350 VIRGINIA AVENUE",,"SEAFORD","DE","19973"
"5597","FP","RHC FREELAND MED CTR","404 RIDGE ST",,"FREELAND","PA","18224"
"5607","FP","FAMILY PLANNING ASSOCIATION OF PUERTO RICO","117 PADRE LAS CASAS STREET","URBANIZACION EL VEDADO","SAN JUAN","PR","00919"
"5608","FP","EAST FELICIANA PHU","12080 MARSTON ST",,"CLINTON","LA","70722"
"5609","FP","MCCREARY COUNTY HEALTH DEPARTMENT","119 MEDICAL LANE",,"WHITLEY CITY","KY","42653"
"5625","FP","PLANNED PARENTHOOD OF CENTRAL AND WESTERN NEW YORK, INC.","15 WEBSTER STREET",,"N TONOWANDA","NY","14120"
"5627","FP","HAMAKUA HEALTH CENTER","53-3925 AKONI PULE HIGHWAY",,"KAPA`AU","HI","96755"
"5636","FP","RUSH UNIVERSITY MEDICAL CENTER FAMILY PLANNING","1645 W JACKSON","ROOM 315","CHICAGO","IL","60612"
"5641","FP","ALLEGANY COUNTY HEALTH DEPARTMENT","7 COURT STREET",,"BELMONT","NY","14813"
"5648","FP","ALEXANDRIA HEALTH DEPARTMENT","3330 King Street",,"ALEXANDRIA","VA","22302"
"5665","FP","PLANNED PARENTHOOD Keystone","28 NORTH 7TH ST",,"STROUDSBURG","PA","18360"
"5667","FP","ETOWAH COUNTY HEALTH DEPARTMENT","709 EAST BROAD STREET",,"GADSDEN","AL","35903"
"5672","FP","WISE COUNTY HEALTH DEPARTMENT","134 ROBERTS STREET SW",,"WISE","VA","24293"
"5691","FP","SC DHEC Pee Dee Region Clarendon Co Manning FP","110 E Boyce St",,"Manning","SC","29102"
"5707","FP","Florida Department of Health in Santa Rosa","5840 GULF BREEZE PKWY",,"GULF BREEZE","FL","32561"
"5710","FP","PLANNED PARENTHOOD SHASTA DIABLO, INC/DBA PLANNED PARENTHOOD SHASTA PACIFIC","990 BROADWAY",,"VALLEJO","CA","94590"
"5714","FP","COMMUNITY HEALTH SERVICES","747 TERRACE ST",,"MEADVILLE","PA","16335"
"5718","FP","CALDWELL PHU","501 COLLINS RD",,"COLUMBIA","LA","71418"
"5719","FP","GREENE COUNTY HEALTH DEPARTMENT","227 KINGOLD BLVD","SUITE B","SNOW HILL","NC","28580"
"5722","FP","CITY AND COUNTY OF BROOMFIELD","6 GARDEN CNTR",,"BROOMFIELD","CO","80020"
"5728","FP","LENOIR COUNTY HEALTH DEPARTMENT","201 N MCLEWEAN ST",,"KINSTON","NC","28501"
"5739","FP","Dallas County Hospital District dba Parkland Health & Hospital System","8224 PARK LANE","Room #7","DALLAS","TX","75231"
"5742","FP","UNIF GOVT OF WY COUNTY KANSAS CITY KS","619 ANN AVE",,"KANSAS CITY","KS","66101"
"5750","FP","GOUVERNEUR HEALTHCARE SERVICES","227 MADISON STREET",,"NEW YORK","NY","10002"
"5760","FP","ARKANSAS DEPARTMENT OF HEALTH","4815 W MARKHAM ST, SLOT 16",,"LITTLE ROCK","AR","72205"
"5763","FP","JACKSON COUNTY HEALTH DEPARTMENT","415 HEALTH DEPARTMENT RD",,"MURPHYSBORO","IL","62966"
"5772","FP","BEDFORD COUNTY HEALTH DEPARTMENT","600 BEDFORD AVE",,"BEDFORD","VA","24523"
"5781","FP","VENICE FAMILY CLINIC","604 ROSE AVE",,"VENICE","CA","90291"
"5795","FP","GADSDEN COUNTY HEALTH DEPARTMENT","278 LASALLE LEFALL DRIVE",,"QUINCY","FL","32351"
"5801","FP","LITTLE RIVER COUNTY HEALTH UNIT","150 KELLER",,"ASHDOWN","AR","71822"
"5806","FP","BREATHITT COUNTY HEALTH DEPARTMENT","955 HIGHWAY 30 WEST",,"JACKSON","KY","41339"
"5807","FP","WESTERN WYOMING FAMILY HEALTH","333 BROADWAY","SUITE 120","ROCK SPRINGS","WY","82901"
"5830","FP","ALLEN MEMORIAL HOSPITAL - WOMENS HEALTH DEPARTMENT","233 VOLD DR",,"WATERLOO","IA","50703"
"5834","FP","NASSAU COUNTY HEALTH DEPARTMENT","86014 PAGES DAIRY ROAD",,"YULEE","FL","32097"
"5847","FP","ORANGE COUNTY HEALTH DEPARTMENT","2501 HOMESTEAD ROAD",,"CHAPEL HILL","NC","27516"
"5854","FP","BOWDOIN STREET HEALTH CENTER","230 BOWDOIN ST",,"DORCHESTER","MA","02122"
"5856","FP","FRANKLIN COUNTY HEALTH DEPARTMENT","140 MILL ROAD",,"BUDE","MS","39630"
"5859","FP","WOLFE COUNTY HEALTH DEPARTMENT","HIGHWAY 15 WEST",,"CAMPTON","KY","41301"
"5865","FP","CASWELL COUNTY HEALTH DEPARTMENT","189 COUNTY PARK ROAD",,"YANCEYVILLE","NC","27379"
"5868","FP","HANCOCK COUNTY HEALTH DEPARTMENT","178 Willow Street",,"Sneedville","TN","37869"
"5870","FP","PLANNED PARENTHOOD OF SEPA","2751 COMLY ROAD",,"PHILADELPHIA","PA","19154"
"5871","FP","Planned Parenthood of Greater Ohio","3311 BROADVIEW RD",,"CLEVELAND","OH","44109"
"5875","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","4229 CASS AVENUE",,"DETROIT","MI","48201"
"5876","FP","PLANNED PARENTHOOD MAR MONTE","760 RENZ LANE",,"GILROY","CA","95020"
"5886","FP","LOGAN COUNTY HEALTH DEPARTMENT","300 STRATTON STREET","SUITE 203","LOGAN","WV","25601"
"5919","FP","COVENANT HOUSE HEALTH SERVICES","251 EAST BRINGHURST ST",,"PHILADELPHIA","PA","19144"
"5931","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","7900 W. GRAND RIVER",,"BRIGHTON","MI","48114"
"5938","FP","SC DHEC Upstate Region Oconee Co Seneca FP","609 N Townville St",,"Seneca","SC","29678"
"5943","FP","TELLER COUNTY PUBLIC HEALTH DEPARTMENT","11115 W. HIGHWAY 24, UNIT 2C",,"DIVIDE","CO","80814"
"5946","FP","Open Door Health Services","720 CENTRAL AVENUE",,"ANDERSON","IN","46016"
"5947","FP","NORTHEAST COMMUNITY ACTION CORP","3518 PALMYRA ROAD",,"HANNIBAL","MO","63401"
"5951","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","675 N 5th Avenue Ste 2B",,"Sequim","WA","98382"
"5965","FP","RICHMOND CITY HEALTH DEPARTMENT","2311 N. 25TH STREET",,"RICHMOND","VA","23223"
"5974","FP","LITTLE SANDY DISTRICT HEALTH DEPARTMENT","300 WEST MAIN STREET","COURTHOUSE","GRAYSON","KY","41143"
"5975","FP","PREGNANCY AID CENTER INC","4809 GREENBELT RD",,"COLLEGE PARK","MD","20740"
"5985","FP","SC DHEC Midlands Region Lexington Co FP","1070 S Lake Dr","Ste B","Lexington","SC","29073"
"5986","FP","KAU FAMILY HEALTH CENTER","95-5583 MAMALAHOA HWY",,"NA'ALEHU","HI","96772"
"5988","FP","PLANNED PARENTHOOD SOUTHERN FINGER LAKES","106 WEST FOURTH ST",,"WATKINS GLEN","NY","14891"
"5989","FP","WARREN COUNTY HEALTH DEPARTMENT","1401 Sparta St.",,"McMinnville","TN","37110"
"5996","FP","BAY COUNTY HEALTH DEPARTMENT","1200 WASHINGTON AVE",,"BAY CITY","MI","48708"
"5998","FP","DOH in Broward County","900 N. W. 31 Avenue Suite 1100",,"Ft. Lauderdale","FL","33311"
"6012","FP","CLAY COUNTY HEALTH DEPARTMENT","138 SOUTH DIVISION",,"WEST POINT","MS","39773"
"6018","FP","GREEN RIVER DISTRICT HEALTH DEPARTMENT","1501 BRECKENRIDGE",,"OWENSBORO","KY","42303"
"6036","FP","MT DEPT OF PUBLIC & HUMAN SERVICES","1400 E BROADWAY A116",,"HELENA","MT","59601"
"6045","FP","GREEN HILLS COMMUNITY ACTION AGENCY","1506 OKLAHOMA AVE",,"TRENTON","MO","64683"
"6081","FP","PALM BEACH COUNTY HEALTH DEPARTMENT","225 S CONGRESS AVE",,"DELRAY BEACH","FL","33445"
"6095","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","6527 Lyndale Ave S",,"MINNEAPOLIS","MN","55423"
"6102","FP","VOLUSIA COUNTY HEALTH DEPARTMENT","931 NORTH SPRING GARDEN AVENUE",,"DELAND","FL","32720"
"6106","FP","SOUTH PLAINS PUBLIC HEALTH DISTRICT","415 MUSTANG AVENUE",,"DENVER CITY","TX","79323"
"6107","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","1964 VIA CENTRE DRIVE",,"VISTA","CA","92081"
"6109","FP","COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASA","975 CRESCENT DR",,"GERING","NE","69341"
"6117","FP","WEST CENTRAL MISSOURI COMMUNITY ACTION AGENCY","106 WEST 4TH ST",,"APPLETON CITY","MO","64724"
"6125","FP","WILL COUNTY HEALTH DEPARTMENT/WILL COUNTY COMMUNITY HEALTH CENTER","1106 NEAL AVENUE",,"JOLIET","IL","60433"
"6129","FP","PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND","249 WINSTED RD",,"TORRINGTON","CT","06790"
"6130","FP","DUPLIN COUNTY HEALTH DEPARTMENT","340 SEMINARY STREET",,"KENANSVILLE","NC","28349"
"6132","FP","AL STATEWIDE FP PROGRAM","201 MONROE STREET",,"MONTGOMERY","AL","36130"
"6149","FP","ORANGE COUNTY HEALTH DEPARTMENT","832 W CENTRAL BLVD",,"ORLANDO","FL","32805"
"6151","FP","DOH-SARASOTA-NORTH PORT","6950 OUTREACH WAY",,"NORTH PORT","FL","34287"
"6153","FP","RURAL HEALTH CORP OF NE PA","1084 ROUTE 315",,"WILKES BARRE","PA","18702"
"6156","FP","PLANNED PARENTHOOD OF MD","929 WEST ST","SUITE 305","ANNAPOLIS","MD","21401"
"6158","FP","PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA AND SAN LUIS OBISPO COUNTIES, INC","5400 RALSTON ST",,"VENTURA","CA","93003"
"6166","FP","CARROLL COUNTY HEALTH DEPARTMENT","605-15 PINE ST",,"HILLSVILLE","VA","24343"
"6172","FP","ADAGIO HEALTH  ALIQUIPPA","99 AUTUMN ST.",,"ALIQUIPPA","PA","15001"
"6182","FP","COMMUNITY HEALTHCARE NETWORK","150 ESSEX STREET",,"NEW YORK","NY","10002"
"6194","FP","FAMILY HEALTH CENTERS OF SAN DIEGO","7592 BROADWAY",,"LEMON GROVE","CA","91945"
"6205","FP","ELMORE COUNTY HEALTH DEPARTMENT","6501 U S HWY 231",,"WETUMPKA","AL","36092"
"6208","FP","CLINTON COUNTY HEALTH DEPARTMENT","131 FOOTHILLS AVENUE",,"ALBANY","KY","42602"
"6224","FP","CHILDRENS HOSPITAL OF PA","4865 Market Street",,"PHILADELPHIA","PA","19139"
"6227","FP","TRINITY MUSCATINE","1609 CEDAR ST",,"MUSCATINE","IA","52761"
"6244","FP","METROPOLITAN HOSPITAL","1901 FIRST AVE","OPD 7TH FLOOR SOUTH","NEW YORK","NY","10029"
"6246","FP","LAKE COUNTY HEALTH DEPARTMENT","224 W CLARENDON",,"ROUND LAKE BEACH","IL","60073"
"6258","FP","MARTIN COUNTY HEALTH DEPARTMENT","16401 SOUTHWEST FARM ROAD",,"INDIANTOWN","FL","34956"
"6264","FP","Palm Beach County Health Department","851 AVENUE ""P""",,"Riviera Beach","FL","33404"
"6265","FP","WHITE COUNTY HEALTH DEPARTMENT","135 Walker St.",,"Sparta","TN","38583"
"6273","FP","DISTRICT HEALTH DEPARTMENT NO 10","3986 N. OCEANA DR",,"HART","MI","49420"
"6278","FP","MATERNAL & FAMILY HEALTH SERVICES, INC.","10 WEST CHESTNUT STREET","Suite 6","HAZLETON","PA","18201"
"6282","FP","PLANNED PARENTHOOD MAR MONTE","398 S. GREEN VALLEY ROAD",,"WATSONVILLE","CA","95076"
